流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,05-27 08:00,67.08,0.03,0,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,二渡河,上板桥,05-27 08:00,265.82,0.06,1,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,东江,七水库,05-27 08:00,79.8,-0.03,2,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,东江,红花湖,05-27 08:00,53.33,-0.01,3,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,黄沙水,同沙,05-27 08:00,16.28,-0.07,4,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,横岭水,鸡心石,05-27 08:00,46.7,0.15,5,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,稿树下水,稿树下,05-27 08:00,56.56,0.11,6,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,里波水,联和,05-27 08:00,48.74,0.01,7,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,增江,天堂山,05-27 08:00,134.35,-0.08,8,2026-05-27,2026-05-27 23:18:20,0
流溪河,广东,流溪河,流溪河,05-27 08:00,224.05,0.07,9,2026-05-27,2026-05-27 23:18:20,0
流溪河,广东,天湖水库水,天湖,05-27 08:00,229.84,-0.09,10,2026-05-27,2026-05-27 23:18:20,0
流溪河,广东,沙坑,和龙,05-27 08:00,34.77,-0.01,11,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,沙河,显岗,05-27 08:00,21.23,-0.07,12,2026-05-27,2026-05-27 23:18:20,0
流溪河,广东,流溪河,黄龙带,05-27 08:00,161.33,0.07,13,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,14,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,15,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,深圳水,深圳,05-27 08:00,27.34,-0.27,17,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,新洲河,梅林,05-27 08:00,49.68,-0.01,18,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,龙岗河,松子坑,05-27 08:00,58.31,-0.02,19,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,莲塘水,宝鸭仔,05-27 08:00,32.36,,20,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,沙坪水,四堡,05-27 08:00,64.73,0.01,21,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,小隐涌,长江,05-27 08:00,23.95,0.01,22,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,潭江,锦江,05-27 08:00,91.7,-0.07,23,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,鹤洲水,大沙河,05-27 08:00,32.63,-0.04,24,2026-05-27,2026-05-27 23:18:20,0
珠江,广东,镇海水,镇海,05-27 08:00,24.55,-0.04,0,2026-05-27,2026-05-27 23:18:20,1
珠江,广东,大镜山溪,大镜山,05-27 08:00,16.56,-0.04,1,2026-05-27,2026-05-27 23:18:20,1
韩江,广东,五华河,益塘,05-27 08:00,145.99,,2,2026-05-27,2026-05-27 23:18:20,1
韩江,广东,和山河,和山岩,05-27 08:00,151.74,,3,2026-05-27,2026-05-27 23:18:20,1
韩江,福建,汀江,棉花滩水库,05-27 08:00,162.83,-0.13,4,2026-05-27,2026-05-27 23:18:20,1
韩江,广东,汀江,青溪,05-27 08:00,70.22,0.2,5,2026-05-27,2026-05-27 23:18:20,1
韩江,广东,程江,梅西,05-27 08:00,164.9,-0.33,6,2026-05-27,2026-05-27 23:18:20,1
韩江,广东,凤凰溪,凤溪,05-27 08:00,414.17,0.05,7,2026-05-27,2026-05-27 23:18:20,1
粤东沿海诸河,广东,五经富水,龙颈（上）,05-27 08:00,88.3,-0.08,8,2026-05-27,2026-05-27 23:18:20,1
粤东沿海诸河,广东,五经富水,龙颈（下),05-27 08:00,53.44,0.04,9,2026-05-27,2026-05-27 23:18:20,1
粤东沿海诸河,广东,小龙溪,小龙溪,05-27 08:00,51.07,-0.07,10,2026-05-27,2026-05-27 23:18:20,1
粤东沿海诸河,广东,龙溪水,龙溪一级,05-27 08:00,173.09,-0.17,11,2026-05-27,2026-05-27 23:18:20,1
粤东沿海诸河,广东,龙溪水,龙溪二级,05-27 08:00,55.58,0.03,12,2026-05-27,2026-05-27 23:18:20,1
