流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-15 08:00,67.7,0.42,0,2026-06-15 23:29:52,2026-06-15,0
珠江,广东,二渡河,上板桥,06-15 08:00,266.36,0.13,0,2026-06-15 23:29:52,2026-06-15,1
珠江,广东,东江,七水库,06-15 08:00,80.56,1.13,0,2026-06-15 23:29:52,2026-06-15,2
珠江,广东,东江,红花湖,06-15 08:00,53.48,0.11,0,2026-06-15 23:29:52,2026-06-15,3
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,0,2026-06-15 23:29:52,2026-06-15,4
珠江,广东,横岭水,鸡心石,06-15 08:00,48.35,0.45,0,2026-06-15 23:29:52,2026-06-15,5
珠江,广东,稿树下水,稿树下,06-15 08:00,57.96,1.17,0,2026-06-15 23:29:52,2026-06-15,6
珠江,广东,里波水,联和,06-15 08:00,50.07,0.39,0,2026-06-15 23:29:52,2026-06-15,7
珠江,广东,增江,天堂山,06-15 08:00,136.88,0.51,0,2026-06-15 23:29:52,2026-06-15,8
流溪河,广东,流溪河,流溪河,06-15 08:00,226.24,0.71,0,2026-06-15 23:29:52,2026-06-15,9
流溪河,广东,天湖水库水,天湖,06-15 08:00,230.68,0.79,0,2026-06-15 23:29:52,2026-06-15,10
流溪河,广东,沙坑,和龙,06-15 08:00,35.05,-0.01,0,2026-06-15 23:29:52,2026-06-15,11
珠江,广东,沙河,显岗,06-15 08:00,21.2,0.56,0,2026-06-15 23:29:52,2026-06-15,12
流溪河,广东,流溪河,黄龙带,06-15 08:00,163.01,0.45,0,2026-06-15 23:29:52,2026-06-15,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-15 23:29:52,2026-06-15,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-15 23:29:52,2026-06-15,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-15 23:29:52,2026-06-15,16
珠江,广东,深圳水,深圳,06-15 08:00,26.84,0.05,0,2026-06-15 23:29:52,2026-06-15,17
珠江,广东,新洲河,梅林,06-15 08:00,49.78,0.01,0,2026-06-15 23:29:52,2026-06-15,18
珠江,广东,龙岗河,松子坑,06-15 08:00,59.16,0.19,0,2026-06-15 23:29:52,2026-06-15,19
珠江,广东,沙坪水,四堡,06-15 08:00,64.83,-0.01,0,2026-06-15 23:29:52,2026-06-15,20
珠江,广东,潭江,锦江,06-15 08:00,89.27,-0.06,0,2026-06-15 23:29:52,2026-06-15,21
珠江,广东,鹤洲水,大沙河,06-15 08:00,31.87,,0,2026-06-15 23:29:52,2026-06-15,22
珠江,广东,镇海水,镇海,06-15 08:00,23.82,,1,2026-06-15 23:29:52,2026-06-15,0
珠江,广东,大镜山溪,大镜山,06-15 08:00,16.44,-0.01,1,2026-06-15 23:29:52,2026-06-15,1
韩江,广东,五华河,益塘,06-15 08:00,147.14,0.71,1,2026-06-15 23:29:52,2026-06-15,2
韩江,广东,和山河,和山岩,06-15 08:00,152.24,0.42,1,2026-06-15 23:29:52,2026-06-15,3
韩江,福建,汀江,棉花滩水库,06-15 08:00,164.08,1.04,1,2026-06-15 23:29:52,2026-06-15,4
韩江,广东,汀江,青溪,06-15 08:00,72.21,1.87,1,2026-06-15 23:29:52,2026-06-15,5
韩江,广东,程江,梅西,06-15 08:00,167.05,2.32,1,2026-06-15 23:29:52,2026-06-15,6
韩江,广东,凤凰溪,凤溪,06-15 08:00,417.48,0.67,1,2026-06-15 23:29:52,2026-06-15,7
粤东沿海诸河,广东,五经富水,龙颈（上）,06-15 08:00,89.31,0.85,1,2026-06-15 23:29:52,2026-06-15,8
粤东沿海诸河,广东,五经富水,龙颈(下),06-15 08:00,52.64,-0.48,1,2026-06-15 23:29:52,2026-06-15,9
粤东沿海诸河,广东,小龙溪,小龙溪,06-15 08:00,55.53,4.83,1,2026-06-15 23:29:52,2026-06-15,10
粤东沿海诸河,广东,龙溪水,龙溪一级,06-15 08:00,180.71,6.81,1,2026-06-15 23:29:52,2026-06-15,11
粤东沿海诸河,广东,龙溪水,龙溪二级,06-15 08:00,61.34,4.98,1,2026-06-15 23:29:52,2026-06-15,12
粤东沿海诸河,广东,锣鼓水,红场,06-15 08:00,247.64,2.92,1,2026-06-15 23:29:52,2026-06-15,13
粤东沿海诸河,广东,金溪河,上金溪,06-15 08:00,85.78,1.47,1,2026-06-15 23:29:52,2026-06-15,14
粤东沿海诸河,广东,三坑溪,上三坑,06-15 08:00,159.9,1.4,1,2026-06-15 23:29:52,2026-06-15,15
粤东沿海诸河,广东,练江,白沙溪,06-15 08:00,367.65,1.65,1,2026-06-15 23:29:52,2026-06-15,16
粤东沿海诸河,广东,雷岭河,镇北,06-15 08:00,46.13,1.19,1,2026-06-15 23:29:52,2026-06-15,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-15 08:00,48.85,3,1,2026-06-15 23:29:52,2026-06-15,18
粤东沿海诸河,广东,黄江,朝面山,06-15 08:00,200.74,0.64,1,2026-06-15 23:29:52,2026-06-15,19
