obs_fcd,dam_jp,dam_kana,pref,town,river,operator,latitude,longitude,address,normal_high_stage_m,min_stage_m
0435300700062,内川ダム,うちかわだむ,石川県,金沢市,内川,内川ダム管理事務所,36.4725,136.6688889,石川県金沢市小原町ス-42,229,200.3
0435300700063,新内川ダム,しんうちかわだむ,石川県,金沢市,内川,内川ダム管理事務所,36.4886111,136.6808333,石川県金沢市小原町,107.4,102.2
0435300700064,赤瀬ダム,あかぜだむ,石川県,小松市,梯川,赤瀬ダム管理事務所,36.2958333,136.4844444,石川県小松市赤瀬町ﾊ16-4,108,105.2
0435300700065,辰巳ダム,たつみだむ,石川県,金沢市,犀川,犀川ダム管理事務所,36.4988889,136.7138889,石川県金沢市相合谷町タ7番地２,,97
0460900700001,笹生川ダム,さそうがわだむ,福井県,大野市,真名川,笹生川・浄土寺川ダム統合管理事務所,35.8430556,136.5466667,福井県大野市本戸地先,528,492.5
0460900700002,広野ダム,ひろのだむ,福井県,南条郡南越前町,日野川,広野・桝谷ダム統合管理事務所,35.7138889,136.2575,福井県南条郡南越前町広野46-1-8,313.8,286.5
0460900700003,龍ヶ鼻ダム,りゅうがはなだむ,福井県,坂井市,竹田川,龍ヶ鼻・永平寺ダム統合管理事務所,36.1519444,136.3463889,福井県坂井市丸岡町上竹田50-56-2,175.5,153
0460900700004,永平寺ダム,えいへいじだむ,福井県,吉田郡永平寺町,永平寺川,龍ヶ鼻・永平寺ダム統合管理事務所,36.0491667,136.3619444,福井県吉田郡永平寺町志比,319.7,302.5
0460900700005,浄土寺川ダム,じょうどじがわだむ,福井県,勝山市,浄土寺川,笹生川・浄土寺川ダム統合管理事務所,36.0633333,136.5419444,福井県勝山市170字奥山,355.5,327.5
0460900700006,桝谷ダム,ますたにだむ,福井県,南条郡南越前町,桝谷川,広野・桝谷ダム統合管理事務所,35.7408333,136.2483333,福井県南条郡南越前町宇津尾95-17-5,334.4,275.6
0460900700007,大津呂ダム,おおつろだむ,福井県,大飯郡おおい町,大津呂川,河内川・大津呂ダム統合管理事務所,35.4541667,135.6308333,福井県大飯郡おおい町本郷162-1-18,93.5,72.6
0460900700008,浄土寺川ダム（貯砂ダム）,じょうどじがわだむ（ちょさだむ）,福井県,勝山市,浄土寺川,笹生川・浄土寺川ダム統合管理事務所,36.0630556,136.5488889,福井県勝山市170字奥山,360,
0460900700009,二ツ屋分水堰,ふたつやぶんすいぜき,福井県,南条郡南越前町,日野川,広野・桝谷ダム統合管理事務所,35.7158333,136.28,福井県南条郡南越前町二ツ屋地先,349.7,
0460900700010,河内川ダム,こうちがわだむ,福井県,三方上中郡若狭町,河内川,河内川・大津呂ダム統合管理事務所,35.4325,135.8952778,福井県三方上中郡若狭町熊川,190.5,162.7
0460900700011,滝波ダム,たきなみだむ,福井県,福井市,滝波川,福井県,36.0227778,136.0922222,福井県福井市清水町滝波,,
0486500700001,大門ダム,だいもんだむ,山梨県,北杜市,大門川,大門・塩川ダム管理事務所,35.8747222,138.4341667,山梨県北杜市清里3654-7,894.5,856
0486500700002,塩川ダム,しおかわだむ,山梨県,北杜市,塩川,大門・塩川ダム管理事務所,35.8583333,138.4977778,山梨県北杜市須玉町比志3783-1,879.5,859
0486500700003,広瀬ダム,ひろせだむ,山梨県,山梨市,笛吹川,広瀬・琴川ダム管理事務所,35.8394444,138.7636111,山梨県山梨市三富上釜口篠平1178-1,1054,1026
0486500700004,琴川ダム,ことがわだむ,山梨県,山梨市,琴川,広瀬・琴川ダム管理事務所,35.8011111,138.6586111,山梨県山梨市牧丘町北原4140-61,1453.5,1428.5
0486500700005,荒川ダム,あらかわだむ,山梨県,甲府市,荒川,荒川ダム管理事務所,35.7605556,138.5691667,山梨県甲府市川窪町浦の山972,793.6,767
0486500700006,深城ダム,ふかしろだむ,山梨県,大月市,葛野川,深城ダム管理事務所,35.7077778,138.9483333,山梨県大月市七保町瀬戸2308-11,625.5,605
0512100700001,浅川ダム,あさかわだむ,長野県,長野市,浅川,長野建設事務所,36.6916667,138.1902778,長野県長野市真光寺,520.5,520
0512100700012,箕輪ダム,みのわだむ,長野県,上伊那郡箕輪町,沢川,伊那建設事務所,35.925,138.0338889,長野県上伊那郡箕輪町,846.5,826
0512100700013,奈良井ダム,ならいだむ,長野県,塩尻市,奈良井川,松本建設事務所,35.9316667,137.8119444,長野県塩尻市,1053,1039
0512100700014,裾花ダム,すそはなだむ,長野県,長野市,裾花川,長野建設事務所,36.6647222,138.1238889,長野県長野市,560,537.5
0512100700015,奥裾花ダム,おくすそはなだむ,長野県,長野市,裾花川,長野建設事務所,36.7246056,137.966975,長野県長野市,871,856.5
0512100700016,古谷ダム,こやだむ,長野県,南佐久郡佐久穂町,抜井川,佐久建設事務所,36.1252778,138.5938889,長野県南佐久郡佐久穂町,981,977.4
0512100700017,内村ダム,うちむらだむ,長野県,上田市,内村川,上田建設事務所,36.2891667,138.1161111,長野県上田市,826.9,818.7
0512100700018,豊丘ダム,とよおかだむ,長野県,須坂市,灰野川,須坂建設事務所,36.6186111,138.3813889,長野県須坂市,844.1,825.5
0512100700019,余地ダム,よじだむ,長野県,南佐久郡佐久穂町,余地川,佐久建設事務所,36.1613889,138.5663889,長野県南佐久郡佐久穂町,1054.9,1048.3
0512100700020,北山ダム,きたやまだむ,長野県,東筑摩郡麻績村,宮川,松本建設事務所,36.48,138.0536111,長野県東筑摩郡麻績村,997.8,977.5
0512100700021,湯川ダム,ゆかわだむ,長野県,北佐久郡御代田町,湯川,佐久建設事務所,36.3097222,138.5430556,長野県北佐久郡御代田町,798,795
0512100700022,金原ダム,かなばらだむ,長野県,東御市,信濃川管内,上田建設事務所,36.4088889,138.3613889,長野県東御市,1122.6,1118.2
0512100700023,水上ダム,みずかみだむ,長野県,松本市,水上沢川,松本建設事務所,36.3511111,138.04,長野県松本市,872.6,868.6
0512100700024,小仁熊ダム,おにくまだむ,長野県,東筑摩郡筑北村,小仁熊川,松本建設事務所,36.4191667,138.0005556,長野県東筑摩郡筑北村,619,612.8
0537700700001,阿多岐ダム,あたぎだむ,岐阜県,郡上市,阿多岐川,郡上土木事務所,35.9038889,136.9013889,岐阜県郡上市白鳥町阿多岐,571.5,564
0537700700003,岩村ダム,いわむらだむ,岐阜県,恵那市,富田川,恵那土木事務所,35.3627778,137.4741667,岐阜県恵那市岩村町富田,733.3,722
0537700700004,中野方ダム,なかのほうだむ,岐阜県,恵那市,中野方川,恵那土木事務所,35.5297222,137.3413889,岐阜県恵那市中野方町松林,567.6,556.8
0537700700005,大ヶ洞ダム,おおがほらだむ,岐阜県,下呂市,大ケ洞川,下呂土木事務所,35.9091667,137.2452778,岐阜県下呂市萩原町大ケ洞字大張,687.1,681.2
0537700700006,丹生川ダム,にゅうかわだむ,岐阜県,高山市,荒城川,高山土木事務所,36.2169444,137.3711111,岐阜県高山市丹生川町折敷地,857,841.5
0563300700200,奥野ダム,おくのだむ,静岡県,伊東市,伊東大川,熱海土木事務所,34.9375,139.0694444,静岡県伊東市鎌田字横堀,138,125
0563300700201,都田川ダム,みやこだがわだむ,静岡県,浜松市,都田川,浜松土木事務所,34.8772222,137.7266667,静岡県浜松市浜名区引佐町川名,101.2,87
0563300700202,太田川ダム,おおたがわだむ,静岡県,周智郡森町,太田川,袋井土木事務所,34.9044444,137.995,静岡県周智郡森町亀久保,270.5,247
0563300700203,大倉川農地防災ダム,おおくらがわのうちぼうさいだむ,静岡県,富士宮市,大倉川,富士農林事務所,35.3022222,138.5688889,静岡県富士宮市精進川,436,436
0563300700204,青野大師ダム,あおのだいしだむ,静岡県,賀茂郡南伊豆町,鈴野川,下田土木事務所,34.6927778,138.8230556,静岡県賀茂郡南伊豆町青野,163,154.5
0614500700001,滝川ダム,たきがわだむ,三重県,伊賀市,滝川,伊賀建設事務所,34.7169444,136.2152778,三重県伊賀市高山,277,270.6
0614500700003,君ヶ野ダム,きみがのだむ,三重県,津市,八手俣川,津建設事務所,34.5966667,136.3130556,三重県津市美杉町八手俣,145,127
0614500700004,宮川ダム,みやがわだむ,三重県,多気郡大台町,宮川,松阪建設事務所,34.2866667,136.1961111,三重県多気郡大台町久豆,280,240
0614500700005,三瀬谷ダム（発電）,みせたにだむ（はつでん）,三重県,多気郡大台町,宮川,中部電力（株）,34.3891667,136.4011111,三重県多気郡大台町,83,78
0614500700006,安濃ダム（利水）,あのうだむ,三重県,津市,安濃川,三重県農林水産部,34.8069444,136.3822222,三重県津市芸濃町河内地内,172,134.6
0614500700007,クチスボダム（発電）,くちすぼだむ（はつでん）,三重県,尾鷲市,又口川,電源開発株式会社,34.0916667,136.1622222,三重県尾鷲市南浦地内,137,133
0640100700005,青土ダム,おおづちだむ,滋賀県,甲賀市,野洲川,青土ダム管理事務所,34.9563889,136.3038889,滋賀県甲賀市土山町青土151-4,292,283.3
0640100700006,日野川ダム,ひのがわだむ,滋賀県,蒲生郡日野町,日野川,日野川ダム管理事務所,35.0052778,136.2591667,滋賀県蒲生郡日野町村井2022-8,207,203
0640100700007,永源寺ダム（利水）,えいげんじだむ,滋賀県,東近江市,愛知川,永源寺ダム管理事務所,35.075,136.3355556,滋賀県東近江市永源寺相谷町山谷道34-7,270,227
0640100700008,宇曽川ダム,うそがわだむ,滋賀県,東近江市,宇曽川,宇曽川ダム管理事務所,35.1544444,136.2908333,滋賀県東近江市平柳町,238,233
0640100700009,姉川ダム,あねがわだむ,滋賀県,米原市,姉川,姉川ダム管理事務所,35.485,136.35,滋賀県米原市曲谷869,427.4,413
0640100700010,余呉湖,よごこ,滋賀県,長浜市,余呉川,余呉川管理事務所,35.5227778,136.1991667,滋賀県長浜市余呉町下余呉1882の1,132.8,126.5
0640100700011,石田川ダム,いしだがわだむ,滋賀県,高島市,石田川,石田川ダム管理事務所,35.4455556,135.9552778,滋賀県高島市今津町角川529,299.2,281
0640100700012,天川ダム,あまかわだむ,滋賀県,高島市,天川,石田川ダム管理事務所,35.3922222,136.0027778,滋賀県高島市今津町大供874,155.8,155.8
0665700700001,大野ダム,おおのだむ,京都府,南丹市,由良川,京都府,35.2636111,135.4594444,京都府南丹市美山町字樫原小字中野山48-5,173,155
0665700700002,和知ダム（利水）,わちだむ（りすい）,京都府,船井郡京丹波町,その他,関西電力,35.2519444,135.4166667,京都府船井郡京丹波町小畑下野,,
0665700700003,畑川ダム,はたがわだむ,京都府,船井郡京丹波町,畑川,京都府,35.2091667,135.4355556,京都府船井郡京丹波町下山,158.2,153.5
0691300700001,箕面川ダム,みのおがわだむ,大阪府,箕面市,箕面川,大阪府,34.8616667,135.4769444,大阪府箕面市粟生間谷2926,317.6,311
0691300700002,滝畑ダム（利水）,たきはただむ,大阪府,河内長野市,石川,大阪府,34.3983333,135.5280556,大阪府河内長野市滝畑地先,,
0691300700004,狭山池ダム,さやまいけだむ,大阪府,大阪狭山市,西除川,大阪府,34.5063889,135.5475,大阪府大阪狭山市岩室1401,79.2,71.7
0691300700005,安威川ダム,あいがわだむ,大阪府,茨木市,安威川,大阪府,34.8710111,135.5597944,大阪府茨木市大字生保・大門寺地先,99.4,90.2
0716900700001,生野ダム,いくのだむ,兵庫県,朝来市,市川,姫路土木事務所,35.1844444,134.8213889,兵庫県朝来市生野町竹原野,389.1,360.5
0716900700002,長谷ダム,ながたにだむ,兵庫県,たつの市,長谷川,光都土木事務所,34.9430556,134.4416667,兵庫県たつの市新宮町光都,211.4,205.7
0716900700003,安富ダム,やすとみだむ,兵庫県,姫路市,林田川,姫路土木事務所,35.0447222,134.6127778,兵庫県姫路市安富町皆河,233,219.5
0716900700004,引原ダム,ひきはらだむ,兵庫県,宍粟市,引原川,光都土木事務所,35.2305556,134.5380556,兵庫県宍粟市波賀町日ノ原,472,445
0716900700005,安室ダム,やすむろだむ,兵庫県,赤穂郡上郡町,安室川,光都土木事務所,34.8744444,134.2808333,兵庫県赤穂郡上郡町行頭,161.4,139.7
0716900700006,諭鶴羽ダム,ゆづるはだむ,兵庫県,南あわじ市,諭鶴羽川,洲本土木事務所,34.2497222,134.7972222,兵庫県南あわじ市神代浦壁,172,163
0716900700007,青野ダム,あおのだむ,兵庫県,三田市,青野川,宝塚土木事務所,34.9336111,135.2075,兵庫県三田市加茂上平山,181.2,170.8
0716900700008,天王ダム,てんのうだむ,兵庫県,神戸市,天王谷川,神戸土木事務所,34.7172222,135.1591667,兵庫県神戸市北区山田町下谷上,,279
0716900700009,菅生ダム,すごうだむ,兵庫県,姫路市,菅生川,姫路土木事務所,35.0011111,134.6333333,兵庫県姫路市夢前町莇野,207,199
0716900700010,大路ダム,おおろだむ,兵庫県,朝来市,円山川,養父土木事務所,35.2902778,134.815,兵庫県朝来市和田山町久世田,175.5,171
0716900700011,三宝ダム,みたからだむ,兵庫県,丹波市,竹田川,丹波土木事務所,35.1569444,135.1930556,兵庫県丹波市春日町上三井庄,176.8,173.1
0716900700012,牛内ダム,うしうちだむ,兵庫県,南あわじ市,牛内川,洲本土木事務所,34.2508333,134.7897222,兵庫県南あわじ市賀集牛内,182.5,159.6
0716900700013,大日ダム,だいにちだむ,兵庫県,南あわじ市,大日川,洲本土木事務所,34.2422222,134.7713889,兵庫県南あわじ市賀集生子,114,106
0716900700014,分水堰,ぶんすいぜき,兵庫県,南あわじ市,大日川,洲本土木事務所,34.2341667,134.7908333,兵庫県南あわじ市北阿万新田北風呂谷５０３－２５,190,189
0716900700015,成相ダム,なりあいだむ,兵庫県,南あわじ市,成相川,洲本土木事務所,34.2708333,134.8183333,兵庫県南あわじ市八木馬回,164.9,136.3
0716900700016,北富士ダム,きたふじだむ,兵庫県,南あわじ市,北富士川,洲本土木事務所,34.2738889,134.8230556,兵庫県南あわじ市八木馬回,164.9,143.4
0716900700017,石井ダム,いしいだむ,兵庫県,神戸市,烏原川,神戸土木事務所,34.7044444,135.1463889,兵庫県神戸市北区山田町下谷上,,199.2
0716900700018,但東ダム,たんとうだむ,兵庫県,豊岡市,横谷川,豊岡土木事務所,35.4869444,135.0041667,兵庫県豊岡市但東町畑山,126.9,119.7
0716900700019,みくまりダム,みくまりだむ,兵庫県,丹波篠山市,三熊川,丹波土木事務所,35.1036111,135.3475,兵庫県丹波篠山市三熊字中山７６,292.2,286
0716900700020,金出地ダム,かなじだむ,兵庫県,赤穂郡上郡町,鞍居川,光都土木事務所,34.9277778,134.4227778,兵庫県赤穂郡上郡町金出地,143.7,123.5
0716900700021,栗柄ダム,くりからだむ,兵庫県,丹波篠山市,滝の尻川,丹波土木事務所,35.1380556,135.2247222,兵庫県丹波篠山市栗柄,286.8,279.3
0716900700022,与布土ダム,よふどだむ,兵庫県,朝来市,与布土川,養父土木事務所,35.2744444,134.8894444,兵庫県朝来市山東町与布土,259.4,241.5
0742500700001,天理ダム,てんりだむ,奈良県,天理市,布留川,奈良県,34.5883333,135.8769444,奈良県天理市長滝町14-7,255,239
0742500700002,初瀬ダム,はせだむ,奈良県,桜井市,大和川,奈良県,34.5441667,135.9083333,奈良県桜井市初瀬363-2,221.6,209.7
0742500700003,白川ダム,しらかわだむ,奈良県,天理市,高瀬川,奈良県,34.6219444,135.8483333,奈良県天理市和爾町875,117.3,109.1
0742500700006,岩井川ダム,いわいがわだむ,奈良県,奈良市,岩井川,奈良県,34.6602778,135.8691667,奈良県奈良市肘塚町253,247,235.5
0742500700207,大門ダム,だいもんだむ,奈良県,生駒郡三郷町,大門川,奈良県,34.6055556,135.6719444,奈良県生駒郡三郷町立野914他,262.7,253.9
0768100700001,広川ダム,ひろかわだむ,和歌山県,有田郡広川町,広川,和歌山県有田振興局,33.9736111,135.2330556,和歌山県有田郡広川町下津木1619-6,140,129
0768100700002,二川ダム,ふたがわだむ,和歌山県,有田郡有田川町,有田川,和歌山県有田振興局,34.0808333,135.3588889,和歌山県有田郡有田川町二川510-9,201,181
0768100700003,椿山ダム,つばやまだむ,和歌山県,日高郡日高川町,日高川,和歌山県日高振興局,33.9591667,135.3908333,和歌山県日高郡日高川町初湯川1874,206.5,184
0768100700004,七川ダム,しちかわだむ,和歌山県,東牟婁郡古座川町,古座川,和歌山県東牟婁振興局串本建設部,33.5919444,135.6877778,和歌山県東牟婁郡古座川町佐田1016,116,95
0768100700005,切目川ダム,きりめがわだむ,和歌山県,日高郡印南町,切目川,和歌山県日高振興局,33.8811111,135.3208333,和歌山県日高郡印南町高串141,149,141
0768100700006,殿山ダム,とのやまだむ,和歌山県,田辺市,日置川,関西電力,33.6838889,135.5636111,和歌山県田辺市合川,125,112
0768100700007,小匠ダム,こだくみだむ,和歌山県,東牟婁郡那智勝浦町,小匠川,和歌山県東牟婁振興局,33.5938889,135.8344444,和歌山県東牟婁郡那智勝浦町小匠,32,31.5
0793700700001,百谷ダム,ももだにだむ,鳥取県,鳥取市,天神川,鳥取県土整備事務所,35.5102778,134.2727778,鳥取県鳥取市百谷,67.5,60.4
0793700700002,佐治川ダム,さじかわだむ,鳥取県,鳥取市,佐治川,鳥取県土整備事務所,35.3291667,134.0433333,鳥取県鳥取市佐治町尾際,397.5,379.7
0793700700003,東郷ダム,とうごうだむ,鳥取県,東伯郡湯梨浜町,宇坪谷川,中部総合事務所,35.4455556,133.9230556,鳥取県東伯郡湯梨浜町別所地先,95,88
0793700700004,賀祥ダム,かしょうだむ,鳥取県,西伯郡南部町,法勝寺川,西部総合事務所,35.3088889,133.3294444,鳥取県西伯郡南部町下中谷368-9,118,101.3
0793700700005,朝鍋ダム,あさなべだむ,鳥取県,西伯郡南部町,朝鍋川,西部総合事務所,35.3477778,133.395,鳥取県西伯郡南部町鶴田地先,107.5,97
0819300700001,布部ダム,ふべだむ,島根県,安来市,飯梨川,島根県,35.2855556,133.1525,島根県安来市広瀬町布部2845-18,194.6,178.2
0819300700002,山佐ダム,やまさだむ,島根県,安来市,山佐川,島根県,35.3113889,133.0991667,島根県安来市広瀬町上山佐3036-11,191.2,181.4
0819300700003,三瓶ダム,さんべだむ,島根県,大田市,三瓶川,島根県,35.1719444,132.5583333,島根県大田市三瓶町野城イ849-24,127,116
0819300700004,八戸ダム,やとだむ,島根県,江津市,八戸川,島根県,34.9005556,132.3038889,島根県江津市桜江町八戸1661-35,124.6,94.3
0819300700005,浜田ダム,はまだだむ,島根県,浜田市,浜田川,島根県,34.8666667,132.1219444,島根県浜田市河内町3222,107.9,107.9
0819300700007,御部ダム,おんべだむ,島根県,浜田市,三隅川,島根県,34.7233333,132.0313889,島根県浜田市三隅町黒沢2368-6,98.6,89
0819300700009,銚子ダム,ちょうしだむ,島根県,隠岐郡隠岐の島町,銚子川,島根県,36.2444444,133.3036111,島根県隠岐郡隠岐の島町原田一ツ木985-8,57.8,44.8
0819300700010,美田ダム,みただむ,島根県,隠岐郡西ノ島町,美田川,島根県,36.0966667,133.0225,島根県隠岐郡西ノ島町大字美田字宮谷151,35.7,28.6
0819300700011,大長見ダム,おおながみだむ,島根県,浜田市,周布川,島根県,34.8277806,132.1089861,島根県浜田市長見町934-14,157.2,136.5
0819300700013,笹倉ダム,ささくらだむ,島根県,益田市,波田川,島根県,34.6544444,131.9241667,島根県益田市美都町笹倉字魚切1577-1,138.2,119.9
0819300700014,大峠ダム,おおたおだむ,島根県,益田市,馬の谷川,島根県,34.6561111,131.9175,島根県益田市美都町笹倉1643-9,,99.1
0819300700016,益田川ダム,ますだがわだむ,島根県,益田市,益田川,島根県,34.6722222,131.9038889,島根県益田市久々茂町イ1352-1,,36
0819300700017,第二浜田ダム,だいにはまだだむ,島根県,浜田市,浜田川,島根県,34.8791667,132.115,島根県浜田市河内町3194-1,58.8,53.9
0819300700600,嵯峨谷ダム,さがだにだむ,島根県,益田市,益田川,島根県,34.6480556,131.9983333,島根県益田市美都町都茂5244-4,253.95,253.95
0819300700601,津田川ダム,つだがわだむ,島根県,益田市,津田川,島根県,34.6938889,131.8972222,島根県益田市大草町1159-1,83.8,83.8
0819300700602,清瀧ダム,きよたきだむ,島根県,大田市,江谷川,島根県,35.2125,132.5227778,島根県大田市久手町刺鹿,35.3,35.3
0819300700603,三成ダム,みなりだむ,島根県,仁多郡奥出雲町,斐伊川,島根県,35.1897222,133.0413889,島根県仁多郡奥出雲町三成,292.61,286.11
0819300700604,木都賀ダム,きつかだむ,島根県,浜田市,三隅川,島根県,34.7508333,132.0697222,島根県浜田市弥栄町木都賀字,240,230
0844900700001,津川ダム,つがわだむ,岡山県,津山市,津川川,美作県民局,35.1686111,134.1086111,岡山県津山市加茂町下津川998-8,363.5,342
0844900700002,八塔寺川ダム,はっとうじがわだむ,岡山県,備前市,八塔寺川,備前県民局,34.8711417,134.2507556,岡山県備前市吉永町高田361-2,116.5,112
0844900700003,旭川ダム,あさひかわだむ,岡山県,岡山市,旭川,備前県民局,34.9147222,133.8561111,岡山県岡山市北区建部町鶴田931,110,88
0844900700004,鳴滝ダム,なるたきだむ,岡山県,加賀郡吉備中央町,加茂川,備前県民局,34.8236111,133.7716667,岡山県加賀郡吉備中央町竹部3050-4,308.4,301.5
0844900700005,湯原ダム,ゆばらだむ,岡山県,真庭市,旭川,美作県民局,35.2083333,133.7336111,岡山県真庭市湯原温泉,402,370
0844900700007,楢井ダム,ならいだむ,岡山県,高梁市,右の谷川,備中県民局,34.7991667,133.6544444,岡山県高梁市松山,333.8,325.8
0844900700009,高瀬川ダム,たかせがわだむ,岡山県,新見市,高瀬川,備中県民局,35.0747222,133.3594444,岡山県新見市神郷釜村634-6,469.7,461
0844900700010,河本ダム,こうもとだむ,岡山県,新見市,西川,備中県民局,34.9633333,133.4577778,岡山県新見市金谷126-2,225,206.5
0844900700011,千屋ダム,ちやだむ,岡山県,新見市,高梁川,備中県民局,35.0569444,133.4552778,岡山県新見市菅生7943-8,385.5,347
0844900700012,竹谷ダム,たけたにだむ,岡山県,加賀郡吉備中央町,竹谷川,備前県民局,34.8636111,133.7097222,岡山県加賀郡吉備中央町豊野4844-3,306.3,296.6
0844900700013,河平ダム,かわひらだむ,岡山県,加賀郡吉備中央町,日山谷川,備前県民局,34.8738889,133.8216667,岡山県加賀郡吉備中央町下加茂1443-102,189.7,182.3
0844900700014,三室川ダム,みむろがわだむ,岡山県,新見市,三室川,備中県民局,35.0338889,133.340375,岡山県新見市神郷油野3413-1,492.5,461.7
0844900700015,黒谷ダム,くろだにだむ,岡山県,岡山市,足守川,備前県民局,34.7919444,133.7927778,岡山県岡山市北区河原落石1945ｰ1　,135.15,124.05
0844900700016,日笠ダム,ひかさだむ,岡山県,和気郡和気町,笹目川,備前県民局,34.8675,134.1725,岡山県和気郡和気町保曽,158,145.7
0844900700017,槙谷ダム,まきだにだむ,岡山県,加賀郡吉備中央町,落合川,備前県民局,34.7761111,133.7263889,岡山県加賀郡吉備中央町岨谷 1903-5,182,167.5
0844900700018,大佐ダム,おおさだむ,岡山県,新見市,小坂部川,備中県民局,35.1219444,133.5475,岡山県新見市大佐上刑部,437.6,430.9
0844900700019,鬼ヶ岳ダム,おにがたけだむ,岡山県,小田郡矢掛町,美山川,備中県民局,34.6877778,133.5902778,岡山県小田郡矢掛町上高末,142.4,129.6
0844900700020,香々美ダム,かがみだむ,岡山県,苫田郡鏡野町,香々美川,美作県民局,35.215,133.9822222,岡山県苫田郡鏡野町越畑,514.5,502.5
0844900700021,久賀ダム,くがだむ,岡山県,美作市,梶並川,美作県民局,35.1036111,134.2241667,岡山県美作市久賀,193,186.5
0844900700022,黒木ダム,くろぎだむ,岡山県,津山市,倉見川,美作県民局,35.2294444,134.0361111,岡山県津山市加茂町黒木,427,404
0870500700001,小瀬川ダム,おぜがわだむ,広島県,廿日市市,小瀬川,広島県・山口県,34.3088889,132.1255556,広島県廿日市市浅原字前中山,216,205.5
0870500700002,椋梨ダム,むくなしだむ,広島県,東広島市,椋梨川,広島県,34.5033333,132.8925,広島県東広島市河内町小田渡原4096,264.7,250
0870500700003,魚切ダム,うおきりだむ,広島県,広島市,八幡川,広島県,34.4283333,132.3302778,広島県広島市佐伯区五日市町上河内998,210.5,186
0870500700004,野呂川ダム,のろがわだむ,広島県,呉市,野呂川,広島県,34.2886111,132.7111111,広島県呉市安浦町中畑641-11,124.4,122.4
0870500700005,御調ダム,みつぎだむ,広島県,尾道市,御調川,広島県,34.5019444,133.0769444,広島県尾道市御調町津蟹127-3,157.6,149.5
0870500700006,仁賀ダム,にかだむ,広島県,竹原市,賀茂川,広島県,34.3769444,132.8427778,広島県竹原市仁賀町1685-2,151.2,136.8
0870500700007,山田川ダム,やまだがわだむ,広島県,世羅郡世羅町,山田川,広島県,34.6402778,133.07,広島県世羅郡世羅町別迫251-4,410,406
0870500700008,梶毛ダム,かじけだむ,広島県,広島市,梶毛川,広島県,34.4394444,132.3775,広島県広島市佐伯区五日市町石内,171.1,162
0870500700009,福富ダム,ふくとみだむ,広島県,東広島市,沼田川,広島県,34.5266667,132.7736111,広島県東広島市福富町久芳,322.6,303.2
0870500700010,四川ダム,しかわだむ,広島県,福山市,四川,広島県,34.6005556,133.3388889,広島県福山市加茂町北山3006-4,148.5,133.2
0870500700023,野間川ダム,のまがわだむ,広島県,三原市,野間川,広島県,34.5291667,133.0683333,広島県三原市久井町吉田字大久保562-5,397.2,386.9
0870500700024,庄原ダム,しょうばらだむ,広島県,庄原市,大戸川,広島県,34.9025,133.0744444,広島県庄原市川西町196-1,328.9,318.6
0896100700001,生見川ダム,いきみがわだむ,山口県,岩国市,生見川,山口県,34.2013889,132.0438889,山口県岩国市美川町南桑,103,62
0896100700002,小瀬川ダム,おぜがわだむ,山口県,岩国市,小瀬川,山口県,34.3088889,132.1238889,山口県岩国市美和町釜ケ原,216,205.5
0896100700003,中山川ダム,なかやまがわだむ,山口県,岩国市,中山川,山口県,34.0569444,132.0513889,山口県岩国市周東町用田,98,82.2
0896100700004,黒杭川ダム,くろくいがわだむ,山口県,柳井市,黒杭川,山口県,33.9927778,132.0958333,山口県柳井市柳井字森ヶ迫1031-4,30.7,25.5
0896100700005,屋代ダム,やしろだむ,山口県,大島郡周防大島町,屋代川,山口県,33.91,132.2166667,山口県大島郡周防大島町大字東屋代,83,75.6
0896100700006,菅野ダム,すがのだむ,山口県,周南市,錦川,山口県,34.1413889,131.9030556,山口県周南市大字中須北字川平,270,212
0896100700007,向道ダム,こうどうだむ,山口県,周南市,錦川,山口県,34.1438889,131.8275,山口県周南市大字大道理,325,303
0896100700008,川上ダム,かわかみだむ,山口県,周南市,富田川,山口県,34.1088889,131.7875,山口県周南市大字川上字猿岩13-1,106.5,67
0896100700009,末武川ダム,すえたけがわだむ,山口県,下松市,末武川,山口県,34.0563889,131.8719444,山口県下松市大字瀬戸,137.2,93.2
0896100700010,佐波川ダム,さばがわだむ,山口県,山口市,佐波川,山口県,34.2772222,131.6544444,山口県山口市徳地野谷字掛平620,186.5,162
0896100700011,荒谷ダム,あらたにだむ,山口県,山口市,椹野川,山口県,34.2341667,131.4916667,山口県山口市宮野上,202.3,179
0896100700012,一の坂ダム,いちのさかだむ,山口県,山口市,一の坂川,山口県,34.2041667,131.4691667,山口県山口市上宇野令,123.6,114.6
0896100700013,厚東川ダム,ことうがわだむ,山口県,宇部市,厚東川,山口県,34.0713889,131.2822222,山口県宇部市木田字落畑,39,20
0896100700014,今富ダム,いまとみだむ,山口県,宇部市,今富川,山口県,34.0919444,131.2536111,山口県宇部市大字今富字薬師52-1,86.4,80.6
0896100700015,木屋川ダム,こやがわだむ,山口県,下関市,木屋川,山口県,34.2363889,131.1177778,山口県下関市豊田町大字大河内,96.5,74
0896100700016,大坊ダム,だいぼうだむ,山口県,長門市,大坊川,山口県,34.3419444,131.0577778,山口県長門市油谷河原東つぶて,64.3,57
0896100700017,阿武川ダム,あぶがわだむ,山口県,萩市,阿武川,山口県,34.3586111,131.4869444,山口県萩市川上なんかけ2344-6,95,49.5
