obs_fcd,dam_jp,dam_kana,pref,town,river,operator,latitude,longitude,address,normal_high_stage_m,min_stage_m
2233300700008,弥栄ダム,やさかだむ,広島県,大竹市,小瀬川,弥栄ダム管理所,34.2311111,132.1625,広島県大竹市小方町小方字前飯谷793-1,106,53
2234700700001,島地川ダム,しまぢがわだむ,山口県,周南市,島地川,山口河川国道事務所,34.17,131.7744444,山口県周南市大字高瀬字青ヶ平257,286.5,247.5
2255100700001,長安口ダム,ながやすぐちだむ,徳島県,那賀郡那賀町,那賀川,那賀川河川事務所,33.8088889,134.3602778,徳島県那賀郡那賀町長安向イ22-1,225,195
2255100700011,小見野々ダム,こみののだむ,徳島県,那賀郡那賀町,那賀川,四国電力,33.8061222,134.2449472,徳島県那賀郡那賀町木頭助字小見野々,314,296
2255200700001,大橋ダム,おおはしだむ,高知県,吾川郡いの町,吉野川,四国電力,33.7700139,133.3368583,高知県吾川郡いの町脇ノ山字横野,574,535
2255200700002,長沢ダム,ながさわだむ,高知県,吾川郡いの町,吉野川,四国電力,33.7286222,133.2840722,高知県吾川郡いの町長沢字長沢山,663.7,628
2255200700003,大森川ダム,おおもりかわだむ,高知県,吾川郡いの町,大森川,四国電力,33.6945167,133.2498528,高知県吾川郡いの町越裏門字奥南川,780,745
2255200700004,早明浦ダム（機構）,さめうらだむ,高知県,土佐郡土佐町,吉野川,水資源機構　吉野川上流総合管理所,33.7558333,133.5480556,高知県土佐郡土佐町中島地先,330.2,275
2255200700005,柳瀬ダム,やなせだむ,愛媛県,四国中央市,銅山川,吉野川ダム統合管理事務所,33.9366667,133.5694444,愛媛県四国中央市金砂町小川山地先,289.5,257
2255200700006,新宮ダム（機構）,しんぐうだむ,愛媛県,四国中央市,銅山川,水資源機構　吉野川上流総合管理所,33.9566667,133.625,愛媛県四国中央市新宮町馬立地先,234.2,211
2255200700007,池田ダム（機構）,いけだだむ,徳島県,三好市,吉野川,水資源機構　吉野川上流総合管理所,34.0341667,133.8063889,徳島県三好市池田町西山谷尻地先,88.1,87.5
2255200700008,稲村ダム,いなむらだむ,高知県,土佐郡土佐町,瀬戸川,四国電力,33.7386333,133.3720056,高知県土佐郡土佐町瀬戸字シウロヲ,1123,1098
2255200700009,富郷ダム（機構）,とみさとだむ,愛媛県,四国中央市,銅山川,水資源機構　吉野川上流総合管理所,33.8841667,133.4783333,愛媛県四国中央市富郷町津根山地先,445,400
2255200700010,別子ダム,べっしだむ,愛媛県,新居浜市,銅山川,住友共同電力,33.85,133.3469444,愛媛県新居浜市別子山,845,
2255200700011,銅山川ダム群,どうざんがわだむぐん,愛媛県,四国中央市,銅山川,吉野川ダム統合管理事務所,,,愛媛県四国中央市,,
2255200700013,三縄ダム,みなわだむ,徳島県,三好市,祖谷川,四国電力,33.956275,133.791225,徳島県三好市池田町大利大申,154,151
2255200700014,穴内川ダム,あなないがわだむ,高知県,香美市,穴内川,四国電力,33.6808639,133.6550333,高知県香美市土佐山田町樫谷字ウドサコ,418,378
2255900700002,大渡ダム,おおどだむ,高知県,吾川郡仁淀川町,仁淀川,大渡ダム管理所,33.5441667,133.1147222,高知県吾川郡仁淀川町,204,174
2255900700011,面河第三ダム,おもごだいさんだむ,愛媛県,上浮穴郡久万高原町,仁淀川,四国電力,33.5405,133.0419333,愛媛県上浮穴郡久万高原町中津字休場,250,243.3
2255900700012,筏津ダム,いかだづだむ,高知県,高岡郡越知町,仁淀川,四国電力,33.5622806,133.2123611,高知県高岡郡越知町大字野老山シミズ,73,71
2256000700001,中筋川ダム,なかすじがわだむ,高知県,宿毛市,中筋川,渡川ダム統合管理事務所,32.9275333,132.8107917,高知県宿毛市平田町黒川,74.1,49
2256000700002,横瀬川ダム,よこぜがわだむ,高知県,宿毛市,横瀬川,渡川ダム統合管理事務所,33.012325,132.8159528,高知県宿毛市山奈町山田,131.9,108.6
2256900700001,石手川ダム,いしてがわだむ,愛媛県,松山市,石手川,松山河川国道事務所,33.8788889,132.8386111,愛媛県松山市宿野町,201.2,174.7
2257000700001,野村ダム,のむらだむ,愛媛県,西予市,肱川,肱川ダム統合管理事務所,33.3605556,132.6283333,愛媛県西予市野村町野村8-153-1,169.4,148
2257000700002,鹿野川ダム,かのがわだむ,愛媛県,大洲市,肱川,肱川ダム統合管理事務所,33.4508333,132.6869444,愛媛県大洲市肱川町　,86,66.5
2278400700101,瀬戸石ダム,せといしだむ,熊本県,球磨郡球磨村,球磨川,電源開発株式会社,32.3583333,130.6402778,熊本県球磨郡球磨村神瀬,50,47
2278400700102,芋洗谷調整池ダム,いもあらいだにちょうせいちだむ,宮崎県,西臼杵郡高千穂町,五ヶ瀬川,JNC株式会社,32.7186667,131.2851389,宮崎県西臼杵郡高千穂町大字押方,309.09,
2278400700103,星山ダム,ほしやまだむ,宮崎県,西臼杵郡日之影町,五ヶ瀬川,旭化成株式会社,32.6218611,131.4278611,宮崎県西臼杵郡日之影町大字分城字田吹,78.2,
2281500700006,松原ダム,まつばらだむ,大分県,日田市,筑後川,筑後川ダム統合管理事務所,33.1944444,130.9933333,大分県日田市大山町西大山松原ダム管理支所,273,236
2281500700007,下筌ダム,しもうけだむ,熊本県,阿蘇郡小国町,津江川,筑後川ダム統合管理事務所,33.1594444,130.9852778,熊本県阿蘇郡小国町大字黒渕（下筌ダム管理支所）,336,290
2281500700008,寺内ダム,てらうちだむ,福岡県,朝倉市,佐田川,水資源機構　寺内ダム管理所,33.4275,130.7252778,福岡県朝倉市荷原1516-1,120.1,93
2281500700009,江川ダム,えがわだむ,福岡県,朝倉市,小石原川,水資源機構　両筑平野用水管理所,33.4600556,130.7338333,福岡県朝倉市江川1660-67,225,176
2281500700018,大山ダム,おおやまだむ,大分県,日田市,赤石川,水資源機構　大山ダム管理所,33.2444444,130.9558333,大分県日田市大山町西大山2008-1,245,206.2
2281500700019,小石原川ダム,こいしわらがわだむ,福岡県,朝倉市,小石原川,水資源機構　小石原川ダム管理所,33.4647222,130.7636111,福岡県朝倉市江川2815-20,349.1,279.3
2281900700001,嘉瀬川ダム,かせがわだむ,佐賀県,佐賀市,嘉瀬川,佐賀河川事務所,33.39,130.2147222,佐賀県佐賀市富士町大字畑瀬地先,292.5,245.5
2282500700001,緑川ダム,みどりかわだむ,熊本県,下益城郡美里町,緑川,緑川ダム管理所,32.6283333,130.9077778,熊本県下益城郡美里町畝野3456,177,150.7
2282500700002,船津ダム,ふなつだむ,熊本県,下益城郡美里町,緑川,熊本県,32.6313889,130.8930556,熊本県下益城郡美里町,112,108
2282500700005,幸野ダム,こうのだむ,熊本県,球磨郡湯前町,球磨川,熊本県,32.3063889,131.0030556,熊本県球磨郡湯前町,205.5,203.65
2282500700006,阿蘇立野ダム,あそたてのだむ,熊本県,阿蘇郡南阿蘇村,白川,熊本河川国道事務所,32.875,130.9736111,熊本県阿蘇郡南阿蘇村大字立野,,203.5
2282600700001,竜門ダム,りゅうもんだむ,熊本県,菊池市,迫間川,菊池川河川事務所,33.0369444,130.8469444,熊本県菊池市竜門,274.5,219
2283500700001,ななせダム,ななせだむ,大分県,大分市,大分川管内,大分河川国道事務所,33.1280556,131.4955556,大分県大分市大字下原1546-4,176.4,154.5
2283500700101,若杉ダム,わかすぎだむ,大分県,由布市,白滝川,大分県農地・農村整備課,33.2874167,131.3475833,大分県由布市湯布院町,571.4,558.9
2283500700102,大谷ダム,おおたにだむ,熊本県,阿蘇郡高森町,大谷川,大分県農地・農村整備課,32.8555556,131.2616667,熊本県阿蘇郡高森町,678.97,665.38
2283500700104,師田原ダム,したはらだむ,大分県,豊後大野市,十時川,大分県農地・農村整備課,33.0730556,131.5258333,大分県豊後大野市,291.8,265
2283600700001,耶馬溪ダム,やばけいだむ,大分県,中津市,山移川,山国川河川事務所,33.4475,131.1252778,大分県中津市耶馬渓町大字柿坂1806-6,162,142.5
2285600700001,鶴田ダム,つるだだむ,鹿児島県,薩摩郡さつま町,川内川,鶴田ダム管理所,31.9886111,130.4913889,鹿児島県薩摩郡さつま町神子3988-2,160,115.6
2285600700002,川内川第二ダム　参考値,せんだいがわだいにだむ　さんこうち,鹿児島県,薩摩郡さつま町,川内川,電源開発株式会社,31.9591111,130.4994083,鹿児島県薩摩郡さつま町鶴田4894-1,58,53
2286500700011,厳木ダム,きゅうらぎだむ,佐賀県,唐津市,厳木川,武雄河川事務所,33.3266667,130.1027778,佐賀県唐津市厳木町大字広瀬,199.1,168.1
2286800700101,小ヶ倉ダム,こがくらだむ,長崎県,諫早市,小ヶ倉川,長崎県,32.8205556,130.0541667,長崎県諫早市小川町６９２－１,26,12.5
2304100700001,福地ダム,ふくじだむ,沖縄県,国頭郡東村,福地川,北部ダム統合管理事務所,26.6436111,128.1775,沖縄県国頭郡東村字川田中上原1105-108,83.5,44.6
2304100700004,新川ダム,あらかわだむ,沖縄県,国頭郡東村,新川川,北部ダム統合管理事務所,26.6763889,128.2472222,沖縄県国頭郡東村字高江高江原466-1,158,150
2304100700007,安波ダム,あはだむ,沖縄県,国頭郡国頭村,安波川,北部ダム統合管理事務所,26.71,128.2697222,沖縄県国頭郡国頭村字安波川瀬原1301-22,103.5,65
2304100700008,普久川ダム,ふんがわだむ,沖縄県,国頭郡国頭村,普久川,北部ダム統合管理事務所,26.7416667,128.2797222,沖縄県国頭郡国頭村字安田福地原1285-90,127,120
2304100700011,辺野喜ダム,べのきだむ,沖縄県,国頭郡国頭村,辺野喜川,北部ダム統合管理事務所,26.7869444,128.2569444,沖縄県国頭郡国頭村字辺野喜大川山1567-177,173,163.5
2304100700014,漢那ダム,かんなだむ,沖縄県,国頭郡宜野座村,漢那福地川,北部ダム統合管理事務所,26.4802778,127.9522222,沖縄県国頭郡宜野座村字漢那中山原2015-2,27.8,7.1
2304100700015,羽地ダム,はねじだむ,沖縄県,名護市,羽地大川,北部ダム統合管理事務所,26.6075,128.0205556,沖縄県名護市田井等1017-8,65,33
2304100700024,大保ダム,たいほだむ,沖縄県,国頭郡大宜味村,大保川,北部ダム統合管理事務所,26.6533333,128.1461111,沖縄県国頭郡大宜味村字田港地先,68,23
2304100700025,金武ダム,きんだむ,沖縄県,国頭郡金武町,億首川,北部ダム統合管理事務所,26.4677778,127.9338889,沖縄県国頭郡金武町字金武地先,21.5,6
2304100700841,倉敷ダム,くらしきだむ,沖縄県,うるま市,比謝川,沖縄県ダム事務所,26.3844444,127.8066667,沖縄県うるま市字楚南地先,64.2,48
2329700700001,岩尾内ダム,いわおないだむ,北海道道北,士別市,天塩川,旭川開発建設部,44.1152778,142.7072222,北海道士別市朝日町岩尾内,320.55,289.45
2329700700004,大雪ダム,たいせつだむ,北海道道北,上川郡上川町,石狩川,旭川開発建設部,43.6763889,143.0366667,北海道上川郡上川町字層雲峡大学平,807.42,774.12
2329700700006,忠別ダム,ちゅうべつだむ,北海道道北,上川郡東川町,忠別川,旭川開発建設部,43.6275,142.6302778,北海道上川郡東川町東20号,413.92,387.42
2329700700007,サンルダム,さんるだむ,北海道道北,上川郡下川町,サンル川,旭川開発建設部,44.3316667,142.6297222,北海道上川郡下川町珊瑠,167.32,158.72
2331700700001,留萌ダム,るもいだむ,北海道道北,留萌市,チバベリ川,留萌開発建設部,43.8352778,141.7627778,北海道留萌市大字留萌村字チバベリ,40.85,30.05
2333700700003,鹿ノ子ダム,かのこだむ,北海道道東,常呂郡置戸町,常呂川,網走開発建設部,43.6066667,143.3869444,北海道常呂郡置戸町字常元,450.53,429.23
2335700700003,十勝ダム,とかちだむ,北海道道東,上川郡新得町,十勝川,帯広開発建設部,43.2416667,142.9416667,北海道上川郡新得町字屈足,337,308.9
2335700700005,屈足ダム,くったりだむ,北海道道東,上川郡新得町,十勝川,電源開発株式会社,43.1488889,142.9097222,北海道上川郡新得町字屈足763-5,206,204.1
2335700700006,糠平ダム,ぬかびらだむ,北海道道東,河東郡上士幌町,その他,電源開発株式会社,43.3730556,143.2208333,北海道河東郡上士幌町字黒石平,520,490
2335700700007,元小屋ダム,もとごやだむ,北海道道東,河東郡上士幌町,その他,電源開発株式会社,43.3455556,143.2675,北海道河東郡上士幌町字黒石平,403,399.5
2335700700008,札内川ダム,さつないがわだむ,北海道道東,河西郡中札内村,札内川,帯広開発建設部,42.5897222,142.9238889,北海道河西郡中札内村南札内,474,447.5
2335700700009,活込ダム,かっこみだむ,北海道道東,中川郡本別町,その他,電源開発株式会社,43.2333333,143.4791667,北海道中川郡本別町字美里別,176.5,170
2335700700010,仙美里ダム,せんびりだむ,北海道道東,足寄郡足寄町,その他,電源開発株式会社,43.2022222,143.5819444,北海道足寄郡足寄町郊南2丁目33,80.9,80.2
2335700700011,幌加ダム,ほろかだむ,北海道道東,河東郡上士幌町,その他,電源開発株式会社,43.4302778,143.1316667,北海道江東郡上士幌町字幌加13番,,
2335700700012,糠南ダム,ぬかなんだむ,北海道道東,足寄郡足寄町,その他,電源開発株式会社,43.3922222,143.3286111,北海道足寄郡足寄町芽登2981番,,
2739300700001,大宮ダム,おおみやだむ,鳥取県,日野郡日南町,印賀川,中国電力,35.2272778,133.302,鳥取県日野郡日南町印賀208-4,410.41,408.2
2739300700002,俣野川ダム,またのがわだむ,鳥取県,日野郡江府町,俣野川,中国電力,35.2625,133.4913889,鳥取県日野郡江府町大字武庫,246.4,218
2739300700003,三滝ダム,みたきだむ,鳥取県,八頭郡智頭町,北股川,中国電力,35.2717222,134.3329778,鳥取県八頭郡智頭町大字芦津,729,719
2739300700004,来島ダム,きじまだむ,島根県,飯石郡飯南町,神戸川,中国電力,35.0872222,132.7241667,島根県飯石郡飯南町下来島,361,336
2739300700005,阿井川ダム,あいがわだむ,島根県,仁多郡奥出雲町,阿井川,中国電力,35.1927778,132.9619444,島根県仁多郡奥出雲町河内,209,202
2739300700006,浜原ダム,はまはらだむ,島根県,邑智郡美郷町,江の川,中国電力,35.0422222,132.5969444,島根県邑智郡美郷町信喜,65,63
2739300700007,周布川ダム,すふがわだむ,島根県,浜田市,周布川,中国電力,34.8088889,132.1455556,島根県浜田市弥栄町小坂,270,251.5
2739300700008,長見ダム,ながみだむ,島根県,浜田市,周布川,中国電力,34.8325,132.0963889,島根県浜田市弥栄町栃木,116.5,114.8
2739300700009,新成羽川ダム,しんなりはがわだむ,岡山県,高梁市,成羽川,中国電力,34.8233333,133.4008333,岡山県高梁市備中町平川字阿なたタニ3,237,207
2739300700010,黒鳥ダム,くろとりだむ,岡山県,高梁市,成羽川,中国電力,34.7872222,133.4491667,岡山県高梁市備中町布賀字小田原111,112,107.1
2739300700011,土用ダム,どようだむ,岡山県,真庭郡新庄村,土用川,中国電力,35.2313889,133.545,岡山県真庭郡新庄村字土用,775.4,740.5
2739300700012,恩原ダム,おんばらだむ,岡山県,苫田郡鏡野町,恩原川,中国電力,35.3002778,133.9875,岡山県苫田郡鏡野町上斎原,734.6,721.81
2739300700013,社口ダム,やしろぐちだむ,岡山県,真庭市,旭川,中国電力,35.1827778,133.7366667,岡山県真庭市社,325.65,319.65
2739300700014,田原ダム,たばらだむ,岡山県,高梁市,成羽川,中国電力,34.8102778,133.4252778,岡山県高梁市備中町東油野,158.9,141
2739300700015,帝釈川ダム,たいしゃくがわだむ,広島県,庄原市,帝釈川,中国電力,34.8277778,133.2347222,広島県庄原市東城町三坂,369.94,356
2739300700016,高暮ダム,こうぼだむ,広島県,庄原市,神野瀬川,中国電力,34.995,132.7936111,広島県庄原市高野町高暮281-8,457.2,424
2739300700017,沓ヶ原ダム,くつがはらだむ,広島県,三次市,神野瀬川,中国電力,34.9558333,132.8138889,広島県三次市君田町櫃田,329,326.5
2739300700018,立岩ダム,たていわだむ,広島県,山県郡安芸太田町,太田川,中国電力,34.545,132.1608333,広島県山県郡安芸太田町大字山城,507.67,479.67
2739300700019,樽床ダム,たるとこだむ,広島県,山県郡北広島町,柴木川,中国電力,34.6516667,132.1691667,広島県山県郡北広島町樽床,753.89,736.89
2739300700020,柴木川ダム,しばきがわだむ,広島県,山県郡安芸太田町,柴木川,中国電力,34.5966667,132.2158333,広島県山県郡安芸太田町699,326,323
2739300700021,王泊ダム,おおどまりだむ,広島県,山県郡北広島町,滝山川,中国電力,34.6983333,132.3133333,広島県山県郡北広島町細見字下山,532.5,502
2739300700022,渡ノ瀬ダム,わたのせだむ,広島県,廿日市市,玖島川,中国電力,34.3183333,132.2075,広島県廿日市市大野字川平,254,237
2739300700023,二級ダム,にきゅうだむ,広島県,呉市,黒瀬川,中国電力,34.2830556,132.6333333,広島県呉市郷原町,147,137
2739300700024,南原ダム,なばらだむ,広島県,広島市,南原川,中国電力,34.5625,132.5166667,広島県広島市安佐北区可部町大字南原,234,195
2739300700025,明神ダム,みょうじんだむ,広島県,広島市,南原川,中国電力,34.5855556,132.505,広島県広島市安佐北区可部町大字南原,528.5,500
2739300700026,宇賀ダム,うがだむ,広島県,広島市,高山川,中国電力,34.5402778,132.3877778,広島県広島市安佐北区安佐町大字久地,115.5,109.5
2739300700027,鱒溜ダム,ますだまりだむ,広島県,山県郡安芸太田町,太田川,中国電力,34.5672222,132.1941667,広島県山県郡安芸太田町吉和郷,380.34,377.34
2739300700028,滝本ダム,たきもとだむ,広島県,山県郡安芸太田町,滝山川,中国電力,34.6230556,132.3175,広島県山県郡安芸太田町加計,207,200
2739300700030,生雲ダム,いくもだむ,山口県,山口市,生雲川,中国電力,34.3308333,131.5730556,山口県山口市阿東生雲中,230,227.4
2739300700031,佐々並川ダム,ささなみがわだむ,山口県,萩市,佐々並川,中国電力,34.3237056,131.5072722,山口県萩市川上大字大ぬた　,192,167
2790500700001,鮎の瀬取水堰,あゆのせしゅすいぜき,佐賀県,佐賀市,嘉瀬川,九州電力,33.4216667,130.2208333,佐賀県佐賀市富士町大字関屋,301.6,298.6
2790500700002,川上川第五取水堰,かわかみかわだいごしゅすいぜき,佐賀県,佐賀市,嘉瀬川,九州電力,33.3441667,130.2480556,佐賀県佐賀市富士町大字下熊川,43.96,41.58
2790500700003,玉島取水堰,たましましゅすいぜき,佐賀県,唐津市,玉島川,九州電力,33.4441667,130.1047222,佐賀県唐津市七山仁部,91.22,
2790500700004,天山ダム,てんざんだむ,佐賀県,唐津市,六角川,九州電力,33.3422222,130.1322222,佐賀県唐津市厳木町天川,758,728
2790500700005,厳木川調整池,きゅうらぎがわちょうせいち,佐賀県,唐津市,松浦川,九州電力,33.3488889,130.1144444,佐賀県唐津市厳木町鳥越,305.5,300
2790500700006,篠原ダム,しのはらだむ,大分県,由布市,大分川,九州電力,33.1916667,131.4722222,大分県由布市挟間町小野,87.5,85.5
2790500700007,竹田取水堰,たけたしゅすいぜき,大分県,竹田市,大野川,九州電力,32.9583333,131.3911111,大分県竹田市大字竹田,252,248
2790500700008,津房川取水堰,つぶさがわしゅすいぜき,大分県,宇佐市,駅館川,九州電力,33.4425,131.3622222,大分県宇佐市安心院町木裳字屋敷,85.7,
2790500700009,大山川取水堰,おおやまがわしゅすいぜき,大分県,日田市,筑後川,九州電力,33.2194444,130.9897222,大分県日田市大山町東大山,186.1,184.3
2790500700010,高瀬川ダム,たかせがわだむ,大分県,日田市,筑後川,九州電力,33.2725,130.9291667,大分県日田市大字高瀬上一ツ戸,186.1,174.6
2790500700011,夜明ダム,よあけだむ,大分県,日田市,筑後川,九州電力,33.3383333,130.8452778,大分県日田市大字夜明,58.85,57.85
2790500700012,地蔵原ダム,じぞうばるだむ,大分県,玖珠郡九重町,筑後川,九州電力,33.16,131.1988889,大分県玖珠郡九重町大字町田,793.86,777.65
2790500700013,黒川調整池堰,くろかわちょうせいちせき,熊本県,阿蘇郡南阿蘇村,白川,九州電力,32.9025,130.9886111,熊本県阿蘇郡南阿蘇村大字下野,462,460.6
2790500700014,甲佐取水堰,こうさしゅすいぜき,熊本県,下益城郡美里町,緑川,九州電力,32.6416667,130.8644444,熊本県下益城郡美里町古閑,72,69.5
2790500700015,油谷ダム,あぶらたにだむ,熊本県,八代市,球磨川,九州電力,32.4216667,130.6958333,熊本県八代市坂本村大字鮎帰,220.5,199
2790500700016,内谷ダム,うちたにだむ,熊本県,球磨郡五木村,球磨川,九州電力,32.4222222,130.7316667,熊本県球磨郡五木村,733.2,715
2790500700017,川辺川第一取水堰,かわべがわだいいちしゅすいぜき,熊本県,球磨郡五木村,球磨川,九州電力,32.3863889,130.8338889,熊本県球磨郡五木村甲,241.4,
2790500700018,槙之口取水堰,まきのくちしゅすいぜき,宮崎県,東臼杵郡椎葉村,一ツ瀬川,九州電力,32.3277778,131.1422222,宮崎県東臼杵郡椎葉村大字大河内,420,
2790500700019,上米良取水堰,かみめらしゅすいぜき,宮崎県,児湯郡西米良村,一ツ瀬川,九州電力,32.2794444,131.1291667,宮崎県児湯郡西米良村大字上米良,300.9,
2790500700020,一ツ瀬ダム,ひとつせだむ,宮崎県,西都市,一ツ瀬川,九州電力,32.2066667,131.3016667,宮崎県西都市大字中尾,200,170
2790500700021,杉安ダム,すぎやすだむ,宮崎県,西都市,一ツ瀬川,九州電力,32.1627778,131.3591667,宮崎県西都市大字南方,42,38.5
2790500700022,大淀川第一ダム,おおよどがわだいいちだむ,宮崎県,都城市,大淀川,九州電力,31.9188889,131.1341667,宮崎県都城市高崎町笛水,118.1,112.9
2790500700023,高岡ダム,たかおかだむ,宮崎県,都城市,大淀川,九州電力,31.9375,131.2058333,宮崎県宮崎市高岡町浦之名,76.5,72.1
2790500700024,大瀬内ダム,おおせうちだむ,宮崎県,児湯郡木城町,小丸川,九州電力,32.2475,131.3613889,宮崎県児湯郡木城町大字石河内,810,782
2790500700025,戸崎ダム,とざきだむ,宮崎県,児湯郡木城町,小丸川,九州電力,32.2497222,131.3838889,宮崎県児湯郡木城町大字石河内,128,123
2790500700026,石河内ダム,いしかわうちだむ,宮崎県,児湯郡木城町,小丸川,九州電力,32.2413889,131.3902778,宮崎県児湯郡木城町大字石河内,127,108.5
2790500700027,川原ダム,かわばるだむ,宮崎県,児湯郡木城町,小丸川,九州電力,32.2133333,131.4169444,宮崎県児湯郡木城町大字石河内,76.2,73
2790500700028,桑野内ダム,くわのうちだむ,宮崎県,西臼杵郡五ヶ瀬町,五ヶ瀬川,九州電力,32.7302778,131.2061111,宮崎県西臼杵郡五ヶ瀬町大字桑野内,372,370
2790500700029,西畑ダム,にしはただむ,宮崎県,延岡市,綱ノ瀬川,九州電力,32.6727778,131.4480556,宮崎県延岡市北方町下鹿川,310,
2790500700030,上椎葉ダム,かみしいばだむ,宮崎県,東臼杵郡椎葉村,耳川,九州電力,32.4602778,131.1494444,宮崎県東臼杵郡椎葉村大字下福良,480,435
2790500700031,岩屋戸ダム,いわやどだむ,宮崎県,東臼杵郡椎葉村,耳川,九州電力,32.4686111,131.2116667,宮崎県東臼杵郡椎葉村大字下福良,326.4,306.4
2790500700032,塚原ダム,つかばるだむ,宮崎県,東臼杵郡諸塚村,耳川,九州電力,32.5055556,131.3002778,宮崎県東臼杵郡諸塚村大字七ツ山,235.5,214.5
2790500700033,諸塚ダム,もろづかだむ,宮崎県,東臼杵郡諸塚村,耳川,九州電力,32.56,131.3197222,宮崎県東臼杵郡諸塚村大字家代,360,352
2790500700034,宮の元ダム,みやのもとだむ,宮崎県,東臼杵郡諸塚村,耳川,九州電力,32.5658333,131.2780556,宮崎県東臼杵郡諸塚村大字七ツ山,365,362.5
2790500700035,山須原ダム,やますばるだむ,宮崎県,東臼杵郡美郷町,耳川,九州電力,32.4983333,131.3677778,宮崎県東臼杵郡美郷町西郷山三ケ,123.33,120.3
2790500700036,西郷ダム,さいごうだむ,宮崎県,東臼杵郡美郷町,耳川,九州電力,32.4586111,131.4027778,宮崎県東臼杵郡美郷町西郷小原,80,76.67
2790500700037,大内原ダム,おおうちばる,宮崎県,東臼杵郡美郷町,耳川,九州電力,32.4297222,131.4816667,宮崎県東臼杵郡美郷町西郷田代,50,48.5
2790500700038,万之瀬取水堰,まのせしゅすいぜき,鹿児島県,南九州市,万之瀬川,九州電力,31.4022222,130.3652778,鹿児島県南九州市川辺町永田,36.5,
2790500700040,河頭取水堰,こがしらしゅすいぜき,鹿児島県,鹿児島市,甲突川,九州電力,31.6530556,130.4986111,鹿児島県鹿児島市小山田町,51.15,
2790500700041,松山取水堰,まつやましゅすいぜき,鹿児島県,曽於市,菱田川,九州電力,31.5838889,131.0263889,鹿児島県曽於市大隅町月野,105.76,
2790500700042,月野取水堰,つきのしゅすいぜき,鹿児島県,曽於市,菱田川,九州電力,31.5380556,131.0025,鹿児島県曽於市大隅町大字月野,60.9,
2790500700043,雄川取水堰,おがわしゅすいぜき,鹿児島県,肝属郡錦江町,雄川,九州電力,31.1997222,130.8258333,鹿児島県肝属郡錦江町大字田代川原,141.1,
